County,Date,New cases,Total Cases,Total Deaths,"Rate Per 10,000",% of all cases by date
Clay,7/21/2020,4,37,0,32.9,0.04
Clay,7/20/2020,2,33,0,29.4,0.03
Clay,7/19/2020,2,31,0,27.6,0.03
Clay,7/18/2020,2,29,0,25.8,0.03
Clay,7/17/2020,8,27,0,24,0.03
Clay,7/16/2020,3,19,0,16.9,0.02
Clay,7/15/2020,0,16,0,14.2,0.02
Clay,7/14/2020,0,16,0,14.2,0.02
Clay,7/13/2020,3,16,0,14.2,0.02
Clay,7/12/2020,2,13,0,11.6,0.02
Clay,7/11/2020,0,11,0,9.8,0.01
Clay,7/10/2020,0,11,0,9.8,0.01
Clay,7/9/2020,0,11,0,9.8,0.01
Clay,7/8/2020,0,11,0,9.8,0.01
Clay,7/7/2020,-1,11,0,9.8,0.01
Clay,7/6/2020,0,12,0,10.7,0.02
Clay,7/5/2020,0,12,0,10.7,0.02
Clay,7/4/2020,0,12,0,10.7,0.02
Clay,7/3/2020,2,12,0,10.7,0.02
Clay,7/2/2020,0,10,0,8.9,0.01
Clay,7/1/2020,0,10,0,8.9,0.02
Clay,6/30/2020,1,10,0,8.9,0.02
Clay,6/29/2020,0,9,0,8,0.01
Clay,6/28/2020,0,9,0,8,0.01
Clay,6/27/2020,0,9,0,8,0.01
Clay,6/26/2020,0,9,null,8,0.02
Clay,6/25/2020,0,9,0,8,0.02
Clay,6/24/2020,0,9,0,8,0.02
Clay,6/23/2020,0,9,0,8,0.02
Clay,6/22/2020,0,9,0,8,0.02
Clay,6/21/2020,0,9,0,8,0.02
Clay,6/20/2020,0,9,0,8,0.02
Clay,6/19/2020,0,9,0,8,0.02
Clay,6/18/2020,0,9,0,8,0.02
Clay,6/17/2020,0,9,0,8,0.02
Clay,6/16/2020,0,9,0,8,0.02
Clay,6/15/2020,0,9,0,8,0.02
Clay,6/14/2020,0,9,0,8,0.02
Clay,6/13/2020,1,9,0,8,0.02
Clay,6/12/2020,0,8,0,7.1,0.02
Clay,6/11/2020,0,8,0,7.1,0.02
Clay,6/10/2020,0,8,0,7.1,0.02
Clay,6/9/2020,2,8,0,7.1,0.02
Clay,6/8/2020,1,6,0,5.3,0.02
Clay,6/7/2020,0,5,0,4.5,0.01
Clay,6/6/2020,0,5,0,4.5,0.01
Clay,6/5/2020,0,5,0,4.5,0.02
Clay,6/4/2020,0,5,0,4.5,0.02
Clay,6/3/2020,0,5,0,4.5,0.02
Clay,6/2/2020,0,5,0,4.5,0.02
Clay,6/1/2020,0,5,0,4.5,0.02
Clay,5/30/2020,0,5,0,4.5,0.02
Clay,5/29/2020,0,5,0,4.5,0.02
Clay,5/28/2020,0,5,0,4.5,0.02
Clay,5/27/2020,0,5,0,4.5,0.02
Clay,5/26/2020,0,5,0,4.5,0.02
Clay,5/25/2020,0,5,0,4.5,0.02
Clay,5/24/2020,0,5,0,4.5,0.02
Clay,5/23/2020,0,5,0,4.5,0.02
Clay,5/22/2020,0,5,0,4.5,0.02
Clay,5/21/2020,0,5,0,4.5,0.02
Clay,5/20/2020,0,5,0,4.5,0.02
Clay,5/19/2020,0,5,0,4.5,0.03
Clay,5/18/2020,0,5,0,4.5,0.03
Clay,5/17/2020,0,5,0,4.5,0.03
Clay,5/15/2020,0,5,0,4.5,0.03
Clay,5/14/2020,0,5,0,4.5,0.03
Clay,5/13/2020,0,5,0,4.5,0.03
Clay,5/12/2020,0,5,0,4.5,0.03
Clay,5/11/2020,0,5,0,4.5,0.03
Clay,5/10/2020,0,5,0,4.5,0.03
Clay,5/9/2020,0,5,0,4.5,0.03
Clay,5/8/2020,0,5,0,4.5,0.04
Clay,5/7/2020,0,5,0,4.5,0.04
Clay,5/6/2020,0,5,0,4.5,0.04
Clay,5/5/2020,0,5,0,4.5,0.04
Clay,5/4/2020,0,5,0,4.5,0.04
Clay,5/3/2020,0,5,0,4.5,0.04
Clay,5/2/2020,0,5,0,4.5,0.04
Clay,5/1/2020,0,5,0,4.5,0.05
Clay,4/30/2020,0,5,0,4.5,0.05
Clay,4/29/2020,0,5,0,4.5,0.05
Clay,4/28/2020,0,5,0,4.5,0.05
Clay,4/27/2020,0,5,0,4.5,0.05
Clay,4/26/2020,0,5,0,4.5,0.06
Clay,4/25/2020,0,5,0,4.5,0.06
Clay,4/24/2020,0,5,0,4.5,0.06
Clay,4/23/2020,0,5,0,4.5,0.07
Clay,4/22/2020,0,5,0,4.5,0.07
Clay,4/21/2020,0,5,0,4.5,0.07
Clay,4/20/2020,0,5,0,4.5,0.07
Clay,4/19/2020,0,5,0,4.5,0.08
Clay,4/18/2020,0,5,0,4.5,0.08
Clay,4/17/2020,1,5,0,4.5,0.09
Clay,4/16/2020,1,4,0,3.6,0.07
Clay,4/15/2020,0,3,0,2.7,0.06
Cleveland,9/18/2020,43,1970,57,201.1,1.03
Cleveland,9/17/2020,18,1927,56,196.7,1.02
Cleveland,9/16/2020,30,1909,54,194.9,1.02
Cleveland,9/15/2020,35,1879,54,191.8,1.01
Cleveland,9/14/2020,14,1844,54,188.3,0.99
Cleveland,9/13/2020,17,1830,53,186.8,0.99
Cleveland,9/12/2020,21,1813,52,185.1,0.99
Cleveland,9/11/2020,28,1792,50,183,0.98
Cleveland,9/10/2020,21,1764,50,180.1,0.98
Cleveland,9/9/2020,26,1743,50,178,0.97
Cleveland,9/8/2020,13,1717,50,175.3,0.96
Cleveland,9/7/2020,15,1704,46,174,0.96
Cleveland,9/6/2020,18,1689,46,172.4,0.95
Cleveland,9/5/2020,16,1671,46,170.6,0.95
Cleveland,9/4/2020,19,1655,45,169,0.95
Cleveland,9/3/2020,6,1636,44,167,0.95
Cleveland,9/2/2020,6,1630,43,166.4,0.96
Cleveland,9/1/2020,32,1624,42,165.8,0.96
Cleveland,8/30/2020,24,1592,36,162.5,0.96
Cleveland,8/28/2020,31,1568,32,160.1,0.96
Cleveland,8/27/2020,28,1537,32,156.9,0.95
Cleveland,8/26/2020,10,1509,30,154.1,0.95
Cleveland,8/25/2020,11,1499,26,153,0.95
Cleveland,8/24/2020,14,1488,25,151.9,0.95
Cleveland,8/23/2020,12,1474,25,150.5,0.95
Cleveland,8/22/2020,40,1462,25,149.3,0.95
Cleveland,8/21/2020,24,1422,25,145.2,0.94
Cleveland,8/20/2020,40,1398,25,142.7,0.93
Cleveland,8/19/2020,17,1358,24,138.6,0.92
Cleveland,8/18/2020,9,1341,24,136.9,0.91
Cleveland,8/17/2020,10,1332,24,136,0.92
Cleveland,8/16/2020,18,1322,24,135,0.91
Cleveland,8/15/2020,18,1304,23,133.1,0.91
Cleveland,8/14/2020,31,1286,23,131.3,0.9
Cleveland,8/13/2020,38,1255,22,128.1,0.89
Cleveland,8/12/2020,9,1217,22,124.3,0.88
Cleveland,8/11/2020,15,1208,22,123.3,0.88
Cleveland,8/10/2020,15,1193,20,121.8,0.87
Cleveland,8/9/2020,11,1178,20,120.3,0.86
Cleveland,8/8/2020,24,1167,20,119.1,0.87
Cleveland,8/7/2020,15,1143,18,116.7,0.86
Cleveland,8/6/2020,31,1128,18,115.2,0.86
Cleveland,8/5/2020,10,1097,17,112,0.85
Cleveland,8/4/2020,50,1087,17,111,0.85
Cleveland,8/3/2020,18,1037,17,105.9,0.82
Cleveland,8/2/2020,20,1019,14,104,0.81
Cleveland,8/1/2020,35,999,14,102,0.81
Cleveland,7/31/2020,28,964,14,98.4,0.79
Cleveland,7/30/2020,26,936,13,95.6,0.78
Cleveland,7/29/2020,18,910,13,92.9,0.77
Cleveland,7/28/2020,14,892,13,91.1,0.77
Cleveland,7/27/2020,39,878,13,89.6,0.77
Cleveland,7/26/2020,30,839,13,85.7,0.74
Cleveland,7/25/2020,21,809,13,82.6,0.73
Cleveland,7/24/2020,35,788,13,80.5,0.72
Cleveland,7/23/2020,18,753,13,76.9,0.71
Cleveland,7/22/2020,27,735,11,75,0.7
Cleveland,7/21/2020,18,708,11,72.3,0.69
Cleveland,7/20/2020,19,690,10,70.4,0.68
Cleveland,7/19/2020,22,671,10,68.5,0.67
Cleveland,7/18/2020,28,649,10,66.3,0.66
Cleveland,7/17/2020,28,621,10,63.4,0.65
Cleveland,7/16/2020,35,593,9,60.5,0.63
Cleveland,7/15/2020,14,558,9,57,0.61
Cleveland,7/14/2020,16,544,9,55.5,0.61
Cleveland,7/13/2020,9,528,8,53.9,0.6
Cleveland,7/12/2020,21,519,8,53,0.61
Cleveland,7/11/2020,35,498,8,50.8,0.59
Cleveland,7/10/2020,15,463,8,47.3,0.57
Cleveland,7/9/2020,25,448,8,45.7,0.56
Cleveland,7/8/2020,16,423,6,43.2,0.55
Cleveland,7/7/2020,9,407,5,41.6,0.54
Cleveland,7/6/2020,23,398,5,40.6,0.53
Cleveland,7/5/2020,10,375,4,38.3,0.51
Cleveland,7/4/2020,16,365,4,37.3,0.51
Cleveland,7/3/2020,25,349,4,35.6,0.5
Cleveland,7/2/2020,9,324,4,33.1,0.48
Cleveland,7/1/2020,18,315,4,32.2,0.47
Cleveland,6/30/2020,14,297,4,30.3,0.46
Cleveland,6/29/2020,6,283,4,28.9,0.45
Cleveland,6/28/2020,9,277,3,28.3,0.45
Cleveland,6/27/2020,11,268,3,27.4,0.44
Cleveland,6/26/2020,9,257,null,26.2,0.44
Cleveland,6/25/2020,6,248,3,25.3,0.43
Cleveland,6/24/2020,3,242,2,24.7,0.43
Cleveland,6/23/2020,12,239,2,24.4,0.44
Cleveland,6/22/2020,2,227,2,23.2,0.42
Cleveland,6/21/2020,12,225,2,23,0.43
Cleveland,6/20/2020,11,213,2,21.7,0.41
Cleveland,6/19/2020,13,202,2,20.6,0.41
Cleveland,6/18/2020,9,189,2,19.3,0.39
Cleveland,6/17/2020,16,180,2,18.4,0.39
Cleveland,6/16/2020,5,164,2,16.7,0.36
Cleveland,6/15/2020,0,159,2,16.2,0.35
Cleveland,6/14/2020,7,159,2,16.2,0.36
Cleveland,6/13/2020,9,152,2,15.5,0.36
Cleveland,6/12/2020,9,143,2,14.6,0.35
Cleveland,6/11/2020,7,134,2,13.7,0.34
Cleveland,6/10/2020,0,127,2,13,0.33
Cleveland,6/9/2020,6,127,2,13,0.34
Cleveland,6/8/2020,0,121,2,12.4,0.33
Cleveland,6/7/2020,8,121,2,12.4,0.34
Cleveland,6/6/2020,5,113,2,11.5,0.33
Cleveland,6/5/2020,4,108,2,11,0.33
Cleveland,6/4/2020,2,104,2,10.6,0.33
Cleveland,6/3/2020,3,102,2,10.4,0.33
Cleveland,6/2/2020,5,99,2,10.1,0.33
Cleveland,6/1/2020,5,94,2,9.6,0.32
Cleveland,5/30/2020,10,89,2,9.1,0.32
Cleveland,5/29/2020,1,79,2,8.1,0.3
Cleveland,5/28/2020,5,78,2,8,0.31
Cleveland,5/27/2020,4,73,2,7.5,0.3
Cleveland,5/26/2020,0,69,2,7,0.29
Cleveland,5/25/2020,2,69,2,7,0.29
Cleveland,5/24/2020,0,67,2,6.8,0.29
Cleveland,5/23/2020,4,67,2,6.8,0.29
Cleveland,5/22/2020,3,63,2,6.4,0.29
Cleveland,5/21/2020,0,60,2,6.1,0.29
Cleveland,5/20/2020,5,60,2,6.1,0.3
Cleveland,5/19/2020,0,55,2,5.6,0.28
Cleveland,5/18/2020,1,55,2,5.6,0.29
Cleveland,5/17/2020,0,54,2,5.5,0.29
Cleveland,5/15/2020,1,54,2,5.5,0.32
Cleveland,5/14/2020,2,53,2,5.4,0.32
Cleveland,5/13/2020,1,51,2,5.2,0.32
Cleveland,5/12/2020,0,50,2,5.1,0.33
Cleveland,5/11/2020,0,50,2,5.1,0.33
Cleveland,5/10/2020,0,50,2,5.1,0.34
Cleveland,5/9/2020,0,50,2,5.1,0.35
Cleveland,5/8/2020,0,50,2,5.1,0.36
Cleveland,5/7/2020,2,50,2,5.1,0.37
Cleveland,5/6/2020,0,48,2,4.9,0.38
Cleveland,5/5/2020,1,48,2,4.9,0.39
Cleveland,5/4/2020,0,47,2,4.8,0.4
Cleveland,5/3/2020,0,47,2,4.8,0.4
Cleveland,5/2/2020,0,47,2,4.8,0.41
Cleveland,5/1/2020,0,47,2,4.8,0.43
Cleveland,4/30/2020,1,47,2,4.8,0.45
Cleveland,4/29/2020,0,46,2,4.7,0.46
Cleveland,4/28/2020,0,46,2,4.7,0.48
Cleveland,4/27/2020,0,46,2,4.7,0.5
Cleveland,4/26/2020,0,46,2,4.7,0.52
Cleveland,4/25/2020,1,46,2,4.7,0.53
Cleveland,4/24/2020,0,45,2,4.6,0.56
Cleveland,4/23/2020,0,45,2,4.6,0.59
Cleveland,4/22/2020,1,45,2,4.6,0.62
Cleveland,4/21/2020,1,44,1,4.5,0.63
Cleveland,4/20/2020,-1,43,1,4.4,0.64
Cleveland,4/19/2020,2,44,1,4.5,0.68
Cleveland,4/18/2020,0,42,1,4.3,0.68
Cleveland,4/17/2020,1,42,1,4.3,0.72
Cleveland,4/16/2020,1,41,1,4.2,0.75
Cleveland,4/15/2020,0,40,1,4.1,0.78
Columbus,9/18/2020,10,1300,53,234.2,0.68
Columbus,9/17/2020,10,1290,53,232.4,0.68
Columbus,9/16/2020,11,1280,53,230.6,0.68
Columbus,9/15/2020,9,1269,53,228.6,0.68
Columbus,9/14/2020,2,1260,52,227,0.68
Columbus,9/13/2020,12,1258,52,226.6,0.68
Columbus,9/12/2020,6,1246,52,224.5,0.68
Columbus,9/11/2020,14,1240,52,223.4,0.68
Columbus,9/10/2020,19,1226,52,220.9,0.68
Columbus,9/9/2020,16,1207,52,217.4,0.67
Columbus,9/8/2020,5,1191,52,214.6,0.67
Columbus,9/7/2020,7,1186,52,213.7,0.67
Columbus,9/6/2020,2,1179,52,212.4,0.67
Columbus,9/5/2020,14,1177,52,212,0.67
Columbus,9/4/2020,5,1163,52,209.5,0.67
Columbus,9/3/2020,30,1158,52,208.6,0.67
Columbus,9/2/2020,4,1128,52,203.2,0.66
Columbus,9/1/2020,28,1124,52,202.5,0.66
Columbus,8/30/2020,13,1096,51,197.4,0.66
Columbus,8/28/2020,16,1083,51,195.1,0.67
Columbus,8/27/2020,9,1067,51,192.2,0.66
Columbus,8/26/2020,4,1058,51,190.6,0.67
Columbus,8/25/2020,14,1054,50,189.9,0.67
Columbus,8/24/2020,0,1040,50,187.4,0.66
Columbus,8/23/2020,4,1040,50,187.4,0.67
Columbus,8/22/2020,15,1036,50,186.6,0.67
Columbus,8/21/2020,8,1021,50,183.9,0.67
Columbus,8/20/2020,10,1013,50,182.5,0.68
Columbus,8/19/2020,13,1003,50,180.7,0.68
Columbus,8/18/2020,17,990,50,178.4,0.67
Columbus,8/17/2020,0,973,48,175.3,0.67
Columbus,8/16/2020,5,973,48,175.3,0.67
Columbus,8/15/2020,7,968,48,174.4,0.67
Columbus,8/14/2020,11,961,48,173.1,0.68
Columbus,8/13/2020,19,950,48,171.1,0.67
Columbus,8/12/2020,13,931,48,167.7,0.67
Columbus,8/11/2020,11,918,48,165.4,0.67
Columbus,8/10/2020,4,907,48,163.4,0.66
Columbus,8/9/2020,7,903,48,162.7,0.66
Columbus,8/8/2020,15,896,48,161.4,0.66
Columbus,8/7/2020,17,881,48,158.7,0.66
Columbus,8/6/2020,13,864,48,155.7,0.66
Columbus,8/5/2020,13,851,46,153.3,0.66
Columbus,8/4/2020,5,838,46,151,0.65
Columbus,8/3/2020,7,833,46,150.1,0.66
Columbus,8/2/2020,5,826,46,148.8,0.66
Columbus,8/1/2020,14,821,46,147.9,0.66
Columbus,7/31/2020,8,807,45,145.4,0.66
Columbus,7/30/2020,24,799,44,143.9,0.66
Columbus,7/29/2020,8,775,44,139.6,0.66
Columbus,7/28/2020,8,767,44,138.2,0.66
Columbus,7/27/2020,6,759,44,136.7,0.66
Columbus,7/26/2020,12,753,42,135.7,0.67
Columbus,7/25/2020,9,741,42,133.5,0.67
Columbus,7/24/2020,7,732,41,131.9,0.67
Columbus,7/23/2020,11,725,40,130.6,0.68
Columbus,7/22/2020,5,714,40,128.6,0.68
Columbus,7/21/2020,-1,709,40,127.7,0.69
Columbus,7/20/2020,-3,710,39,127.9,0.7
Columbus,7/19/2020,20,713,39,128.4,0.71
Columbus,7/18/2020,21,693,39,124.8,0.71
Columbus,7/17/2020,14,672,39,121.1,0.7
Columbus,7/16/2020,8,658,39,118.5,0.7
Columbus,7/15/2020,4,650,39,117.1,0.71
Columbus,7/14/2020,23,646,39,116.4,0.72
Columbus,7/13/2020,8,623,39,112.2,0.71
Columbus,7/12/2020,8,615,39,110.8,0.72
Columbus,7/11/2020,5,607,39,109.4,0.72
Columbus,7/10/2020,17,602,39,108.5,0.74
Columbus,7/9/2020,8,585,39,105.4,0.74
Columbus,7/8/2020,7,577,39,103.9,0.75
Columbus,7/7/2020,5,570,39,102.7,0.75
Columbus,7/6/2020,9,565,39,101.8,0.76
Columbus,7/5/2020,1,556,39,100.2,0.76
Columbus,7/4/2020,2,555,39,100,0.77
Columbus,7/3/2020,10,553,39,99.6,0.79
Columbus,7/2/2020,8,543,39,97.8,0.8
Columbus,7/1/2020,14,535,39,96.4,0.8
Columbus,6/30/2020,4,521,38,93.9,0.81
Columbus,6/29/2020,4,517,37,93.1,0.81
Columbus,6/28/2020,11,513,37,92.4,0.83
Columbus,6/27/2020,8,502,37,90.4,0.83
Columbus,6/26/2020,2,494,null,89,0.84
Columbus,6/25/2020,8,492,35,88.6,0.86
Columbus,6/24/2020,13,484,35,87.2,0.87
Columbus,6/23/2020,7,471,35,84.9,0.86
Columbus,6/22/2020,3,464,35,83.6,0.87
Columbus,6/21/2020,1,461,35,83.1,0.87
Columbus,6/20/2020,8,460,35,82.9,0.9
Columbus,6/19/2020,6,452,33,81.4,0.91
Columbus,6/18/2020,14,446,33,80.3,0.93
Columbus,6/17/2020,3,432,33,77.8,0.93
Columbus,6/16/2020,2,429,33,77.3,0.94
Columbus,6/15/2020,8,427,31,76.9,0.95
Columbus,6/14/2020,4,419,29,75.5,0.95
Columbus,6/13/2020,11,415,29,74.8,0.97
Columbus,6/12/2020,16,404,29,72.8,0.98
Columbus,6/11/2020,9,388,28,69.9,0.99
Columbus,6/10/2020,5,379,28,68.3,1
Columbus,6/9/2020,1,374,28,67.4,1.01
Columbus,6/8/2020,5,373,28,67.2,1.03
Columbus,6/7/2020,7,368,27,66.3,1.04
Columbus,6/6/2020,6,361,27,65,1.04
Columbus,6/5/2020,6,355,27,64,1.07
Columbus,6/4/2020,9,349,27,62.9,1.1
Columbus,6/3/2020,3,340,27,61.3,1.1
Columbus,6/2/2020,2,337,27,60.7,1.13
Columbus,6/1/2020,8,335,26,60.4,1.14
Columbus,5/30/2020,7,327,26,58.9,1.18
Columbus,5/29/2020,6,320,25,57.6,1.21
Columbus,5/28/2020,10,314,24,56.6,1.24
Columbus,5/27/2020,5,304,22,54.8,1.23
Columbus,5/26/2020,3,299,21,53.9,1.24
Columbus,5/25/2020,4,296,21,53.3,1.24
Columbus,5/24/2020,3,292,21,52.6,1.26
Columbus,5/23/2020,11,289,21,52.1,1.27
Columbus,5/22/2020,0,278,21,50.1,1.29
Columbus,5/21/2020,25,278,21,50.1,1.33
Columbus,5/20/2020,2,253,21,45.6,1.26
Columbus,5/19/2020,9,251,21,45.2,1.27
Columbus,5/18/2020,7,242,18,43.6,1.27
Columbus,5/17/2020,9,235,18,42.3,1.27
Columbus,5/15/2020,0,226,17,40.7,1.32
Columbus,5/14/2020,10,226,17,40.7,1.37
Columbus,5/13/2020,4,216,17,38.9,1.37
Columbus,5/12/2020,7,212,16,38.2,1.38
Columbus,5/11/2020,5,205,14,36.9,1.36
Columbus,5/10/2020,4,200,14,36,1.35
Columbus,5/9/2020,10,196,13,35.3,1.37
Columbus,5/8/2020,2,186,13,33.5,1.34
Columbus,5/7/2020,9,184,11,33.1,1.37
Columbus,5/6/2020,8,175,11,31.5,1.37
Columbus,5/5/2020,0,167,11,30.1,1.36
Columbus,5/4/2020,1,167,10,30.1,1.41
Columbus,5/3/2020,2,166,10,29.9,1.42
Columbus,5/2/2020,15,164,10,29.5,1.42
Columbus,5/1/2020,10,149,10,26.8,1.36
Columbus,4/30/2020,37,139,9,25,1.32
Columbus,4/29/2020,8,102,8,18.4,1.03
Columbus,4/28/2020,4,94,8,16.9,0.98
Columbus,4/27/2020,0,90,7,16.2,0.98
Columbus,4/26/2020,3,90,6,16.2,1.02
Columbus,4/25/2020,7,87,5,15.7,1.01
Columbus,4/24/2020,6,80,5,14.4,0.99
Columbus,4/23/2020,8,74,5,13.3,0.97
Columbus,4/22/2020,5,66,4,11.9,0.91
Columbus,4/21/2020,2,61,3,11,0.88
Columbus,4/20/2020,2,59,3,10.6,0.87
Columbus,4/19/2020,6,57,3,10.3,0.88
Columbus,4/18/2020,1,51,2,9.2,0.83
Columbus,4/17/2020,9,50,2,9,0.85
Columbus,4/16/2020,4,41,1,7.4,0.75
Columbus,4/15/2020,0,37,1,6.7,0.72
Craven,9/18/2020,19,1229,30,120.3,0.64
Craven,9/17/2020,16,1210,30,118.5,0.64
Craven,9/16/2020,13,1194,30,116.9,0.64
Craven,9/15/2020,34,1181,30,115.6,0.63
Craven,9/14/2020,6,1147,29,112.3,0.62
Craven,9/13/2020,14,1141,29,111.7,0.62
Craven,9/12/2020,19,1127,29,110.3,0.61
Craven,9/11/2020,16,1108,28,108.5,0.61
Craven,9/10/2020,11,1092,27,106.9,0.6
Craven,9/9/2020,3,1081,27,105.8,0.6
Craven,9/8/2020,8,1078,27,105.5,0.6
Craven,9/7/2020,15,1070,26,104.8,0.6
Craven,9/6/2020,10,1055,26,103.3,0.6
Craven,9/5/2020,18,1045,26,102.3,0.59
Craven,9/4/2020,14,1027,26,100.5,0.59
Craven,9/3/2020,13,1013,26,99.2,0.59
Craven,9/2/2020,5,1000,26,97.9,0.59
Craven,9/1/2020,28,995,26,97.4,0.59
Craven,8/30/2020,79,967,26,94.7,0.58
Craven,8/28/2020,4,888,26,86.9,0.55
Craven,8/27/2020,3,884,26,86.5,0.55
Craven,8/26/2020,2,881,26,86.3,0.55
Craven,8/25/2020,4,879,26,86.1,0.56
Craven,8/24/2020,1,875,24,85.7,0.56
Craven,8/23/2020,7,874,24,85.6,0.56
Craven,8/22/2020,10,867,24,84.9,0.56
Craven,8/21/2020,13,857,23,83.9,0.56
Craven,8/20/2020,46,844,23,82.6,0.56
Craven,8/19/2020,6,798,22,78.1,0.54
Craven,8/18/2020,7,792,19,77.5,0.54
Craven,8/17/2020,1,785,18,76.9,0.54
Craven,8/16/2020,4,784,18,76.8,0.54
Craven,8/15/2020,22,780,18,76.4,0.54
Craven,8/14/2020,16,758,18,74.2,0.53
Craven,8/13/2020,16,742,16,72.6,0.53
Craven,8/12/2020,14,726,15,71.1,0.52
Craven,8/11/2020,6,712,15,69.7,0.52
Craven,8/10/2020,7,706,12,69.1,0.52
Craven,8/9/2020,2,699,12,68.4,0.51
Craven,8/8/2020,17,697,12,68.2,0.52
Craven,8/7/2020,7,680,12,66.6,0.51
Craven,8/6/2020,24,673,11,65.9,0.51
Craven,8/5/2020,1,649,10,63.5,0.5
Craven,8/4/2020,14,648,10,63.4,0.51
Craven,8/3/2020,3,634,10,62.1,0.5
Craven,8/2/2020,5,631,10,61.8,0.5
Craven,8/1/2020,5,626,10,61.3,0.51
Craven,7/31/2020,11,621,10,60.8,0.51
Craven,7/30/2020,10,610,9,59.7,0.51
Craven,7/29/2020,3,600,9,58.7,0.51
Craven,7/28/2020,19,597,8,58.4,0.51
Craven,7/27/2020,6,578,8,56.6,0.51
Craven,7/26/2020,3,572,8,56,0.51
Craven,7/25/2020,6,569,8,55.7,0.51
Craven,7/24/2020,8,563,8,55.1,0.52
Craven,7/23/2020,27,555,8,54.3,0.52
Craven,7/22/2020,13,528,8,51.7,0.5
Craven,7/21/2020,1,515,8,50.4,0.5
Craven,7/20/2020,5,514,8,50.3,0.51
Craven,7/19/2020,20,509,8,49.8,0.51
Craven,7/18/2020,1,489,8,47.9,0.5
Craven,7/17/2020,1,488,8,47.8,0.51
Craven,7/16/2020,4,487,8,47.7,0.52
Craven,7/15/2020,13,483,8,47.3,0.53
Craven,7/14/2020,18,470,8,46,0.53
Craven,7/13/2020,9,452,8,44.3,0.52
Craven,7/12/2020,0,443,8,43.4,0.52
Craven,7/11/2020,16,443,8,43.4,0.53
Craven,7/10/2020,1,427,8,41.8,0.53
Craven,7/9/2020,15,426,8,41.7,0.54
Craven,7/8/2020,6,411,8,40.2,0.53
Craven,7/7/2020,3,405,7,39.7,0.53
Craven,7/6/2020,6,402,6,39.4,0.54
Craven,7/5/2020,9,396,6,38.8,0.54
Craven,7/4/2020,-4,387,6,37.9,0.54
Craven,7/3/2020,9,391,6,38.3,0.56
Craven,7/2/2020,10,382,6,37.4,0.56
Craven,7/1/2020,7,372,6,36.4,0.56
Craven,6/30/2020,0,365,6,35.7,0.56
Craven,6/29/2020,11,365,6,35.7,0.57
Craven,6/28/2020,4,354,6,34.7,0.57
Craven,6/27/2020,12,350,6,34.3,0.58
Craven,6/26/2020,6,338,null,33.1,0.57
Craven,6/25/2020,4,332,6,32.5,0.58
Craven,6/24/2020,10,328,6,32.1,0.59
Craven,6/23/2020,6,318,6,31.1,0.58
Craven,6/22/2020,2,312,6,30.5,0.58
Craven,6/21/2020,10,310,6,30.4,0.59
Craven,6/20/2020,8,300,6,29.4,0.58
Craven,6/19/2020,9,292,5,28.6,0.59
Craven,6/18/2020,3,283,5,27.7,0.59
Craven,6/17/2020,5,280,5,27.4,0.6
Craven,6/16/2020,-1,275,5,26.9,0.6
Craven,6/15/2020,12,276,5,27,0.61
Craven,6/14/2020,9,264,5,25.8,0.6
Craven,6/13/2020,-1,255,5,25,0.6
Craven,6/12/2020,13,256,5,25.1,0.62
Craven,6/11/2020,2,243,5,23.8,0.62
Craven,6/10/2020,3,241,5,23.6,0.63
Craven,6/9/2020,1,238,5,23.3,0.64
Craven,6/8/2020,5,237,5,23.2,0.65
Craven,6/7/2020,9,232,5,22.7,0.65
Craven,6/6/2020,5,223,5,21.8,0.64
Craven,6/5/2020,2,218,5,21.3,0.66
Craven,6/4/2020,6,216,5,21.1,0.68
Craven,6/3/2020,0,210,5,20.6,0.68
Craven,6/2/2020,1,210,5,20.6,0.7
Craven,6/1/2020,5,209,5,20.5,0.71
Craven,5/30/2020,13,204,5,20,0.74
Craven,5/29/2020,2,191,5,18.7,0.72
Craven,5/28/2020,3,189,5,18.5,0.74
Craven,5/27/2020,-6,186,4,18.2,0.76
Craven,5/26/2020,0,192,4,18.8,0.8
Craven,5/25/2020,3,192,4,18.8,0.8
Craven,5/24/2020,12,189,4,18.5,0.81
Craven,5/23/2020,35,177,4,17.3,0.78
Craven,5/22/2020,2,142,4,13.9,0.66
Craven,5/21/2020,5,140,4,13.7,0.67
Craven,5/20/2020,2,135,4,13.2,0.67
Craven,5/19/2020,6,133,4,13,0.68
Craven,5/18/2020,33,127,4,12.4,0.67
Craven,5/17/2020,13,94,4,9.2,0.51
Craven,5/15/2020,9,81,4,7.9,0.47
Craven,5/14/2020,17,72,4,7,0.44
Craven,5/13/2020,-2,55,4,5.4,0.35
Craven,5/12/2020,2,57,4,5.6,0.37
Craven,5/11/2020,1,55,4,5.4,0.37
Craven,5/10/2020,3,54,4,5.3,0.37
Craven,5/9/2020,2,51,4,5,0.36
Craven,5/8/2020,3,49,4,4.8,0.35
Craven,5/7/2020,3,46,4,4.5,0.34
Craven,5/6/2020,-1,43,4,4.2,0.34
Craven,5/5/2020,0,44,4,4.3,0.36
Craven,5/4/2020,2,44,4,4.3,0.37
Craven,5/3/2020,0,42,4,4.1,0.36
Craven,5/2/2020,0,42,4,4.1,0.36
Craven,5/1/2020,2,42,4,4.1,0.38
Craven,4/30/2020,1,40,4,3.9,0.38
