County,Date,New cases,Total Cases,Total Deaths,"Rate Per 10,000",% of all cases by date
Craven,4/29/2020,0,39,4,3.8,0.39
Craven,4/28/2020,0,39,4,3.8,0.41
Craven,4/27/2020,0,39,4,3.8,0.43
Craven,4/26/2020,0,39,4,3.8,0.44
Craven,4/25/2020,0,39,4,3.8,0.45
Craven,4/24/2020,2,39,4,3.8,0.48
Craven,4/23/2020,1,37,4,3.6,0.49
Craven,4/22/2020,0,36,4,3.5,0.5
Craven,4/21/2020,0,36,3,3.5,0.52
Craven,4/20/2020,2,36,3,3.5,0.53
Craven,4/19/2020,1,34,2,3.3,0.52
Craven,4/18/2020,0,33,2,3.2,0.54
Craven,4/17/2020,2,33,1,3.2,0.56
Craven,4/16/2020,0,31,1,3,0.57
Craven,4/15/2020,0,31,1,3,0.61
Cumberland,9/18/2020,49,4951,75,147.6,2.59
Cumberland,9/17/2020,73,4902,75,146.1,2.59
Cumberland,9/16/2020,42,4829,75,143.9,2.57
Cumberland,9/15/2020,42,4787,75,142.7,2.56
Cumberland,9/14/2020,31,4745,74,141.4,2.55
Cumberland,9/13/2020,31,4714,74,140.5,2.55
Cumberland,9/12/2020,71,4683,74,139.6,2.55
Cumberland,9/11/2020,43,4612,74,137.5,2.53
Cumberland,9/10/2020,37,4569,72,136.2,2.53
Cumberland,9/9/2020,23,4532,71,135.1,2.52
Cumberland,9/8/2020,31,4509,70,134.4,2.52
Cumberland,9/7/2020,62,4478,69,133.5,2.52
Cumberland,9/6/2020,30,4416,69,131.6,2.5
Cumberland,9/5/2020,60,4386,69,130.7,2.49
Cumberland,9/4/2020,88,4326,67,128.9,2.48
Cumberland,9/3/2020,71,4238,67,126.3,2.46
Cumberland,9/2/2020,50,4167,67,124.2,2.44
Cumberland,9/1/2020,101,4117,67,122.7,2.43
Cumberland,8/30/2020,67,4016,66,119.7,2.42
Cumberland,8/28/2020,35,3949,65,117.7,2.43
Cumberland,8/27/2020,53,3914,65,116.7,2.43
Cumberland,8/26/2020,56,3861,65,115.1,2.43
Cumberland,8/25/2020,60,3805,65,113.4,2.41
Cumberland,8/24/2020,18,3745,65,111.6,2.39
Cumberland,8/23/2020,47,3727,65,111.1,2.4
Cumberland,8/22/2020,51,3680,65,109.7,2.39
Cumberland,8/21/2020,56,3629,64,108.2,2.39
Cumberland,8/20/2020,45,3573,63,106.5,2.38
Cumberland,8/19/2020,35,3528,61,105.2,2.38
Cumberland,8/18/2020,59,3493,61,104.1,2.38
Cumberland,8/17/2020,9,3434,56,102.4,2.36
Cumberland,8/16/2020,41,3425,56,102.1,2.36
Cumberland,8/15/2020,60,3384,56,100.9,2.35
Cumberland,8/14/2020,48,3324,55,99.1,2.34
Cumberland,8/13/2020,64,3276,55,97.6,2.33
Cumberland,8/12/2020,47,3212,54,95.7,2.31
Cumberland,8/11/2020,74,3165,51,94.3,2.3
Cumberland,8/10/2020,10,3091,50,92.1,2.26
Cumberland,8/9/2020,39,3081,50,91.8,2.26
Cumberland,8/8/2020,55,3042,50,90.7,2.26
Cumberland,8/7/2020,48,2987,50,89,2.25
Cumberland,8/6/2020,59,2939,50,87.6,2.24
Cumberland,8/5/2020,47,2880,50,85.8,2.23
Cumberland,8/4/2020,71,2833,50,84.4,2.21
Cumberland,8/3/2020,28,2762,50,82.3,2.18
Cumberland,8/2/2020,40,2734,50,81.5,2.18
Cumberland,8/1/2020,58,2694,50,80.3,2.17
Cumberland,7/31/2020,76,2636,50,78.6,2.16
Cumberland,7/30/2020,66,2560,50,76.3,2.13
Cumberland,7/29/2020,76,2494,49,74.3,2.12
Cumberland,7/28/2020,61,2418,49,72.1,2.08
Cumberland,7/27/2020,39,2357,49,70.3,2.06
Cumberland,7/26/2020,42,2318,49,69.1,2.06
Cumberland,7/25/2020,64,2276,49,67.8,2.05
Cumberland,7/24/2020,70,2212,47,65.9,2.03
Cumberland,7/23/2020,41,2142,47,63.8,2.01
Cumberland,7/22/2020,69,2101,47,62.6,2
Cumberland,7/21/2020,97,2032,46,60.6,1.98
Cumberland,7/20/2020,18,1935,46,57.7,1.91
Cumberland,7/19/2020,29,1917,46,57.1,1.92
Cumberland,7/18/2020,59,1888,46,56.3,1.93
Cumberland,7/17/2020,67,1829,46,54.5,1.92
Cumberland,7/16/2020,33,1762,43,52.5,1.89
Cumberland,7/15/2020,43,1729,43,51.5,1.89
Cumberland,7/14/2020,53,1686,43,50.3,1.88
Cumberland,7/13/2020,20,1633,41,48.7,1.87
Cumberland,7/12/2020,55,1613,41,48.1,1.88
Cumberland,7/11/2020,37,1558,41,46.4,1.86
Cumberland,7/10/2020,31,1521,41,45.3,1.87
Cumberland,7/9/2020,50,1490,41,44.4,1.88
Cumberland,7/8/2020,38,1440,41,42.9,1.86
Cumberland,7/7/2020,28,1402,41,41.8,1.85
Cumberland,7/6/2020,19,1374,41,41,1.84
Cumberland,7/5/2020,18,1355,41,40.4,1.86
Cumberland,7/4/2020,26,1337,41,39.8,1.87
Cumberland,7/3/2020,45,1311,41,39.1,1.87
Cumberland,7/2/2020,48,1266,41,37.7,1.86
Cumberland,7/1/2020,38,1218,41,36.3,1.83
Cumberland,6/30/2020,23,1180,41,35.2,1.82
Cumberland,6/29/2020,15,1157,41,34.5,1.82
Cumberland,6/28/2020,41,1142,41,34,1.84
Cumberland,6/27/2020,14,1101,41,32.8,1.82
Cumberland,6/26/2020,22,1087,null,32.4,1.85
Cumberland,6/25/2020,12,1065,40,31.7,1.86
Cumberland,6/24/2020,22,1053,39,31.4,1.88
Cumberland,6/23/2020,17,1031,36,30.7,1.89
Cumberland,6/22/2020,6,1014,31,30.2,1.89
Cumberland,6/21/2020,20,1008,31,30,1.91
Cumberland,6/20/2020,23,988,31,29.4,1.92
Cumberland,6/19/2020,17,965,30,28.8,1.94
Cumberland,6/18/2020,13,948,30,28.3,1.97
Cumberland,6/17/2020,31,935,30,27.9,2
Cumberland,6/16/2020,9,904,30,26.9,1.98
Cumberland,6/15/2020,7,895,30,26.7,1.99
Cumberland,6/14/2020,14,888,30,26.5,2.01
Cumberland,6/13/2020,19,874,30,26,2.05
Cumberland,6/12/2020,27,855,30,25.5,2.08
Cumberland,6/11/2020,17,828,29,24.7,2.11
Cumberland,6/10/2020,13,811,30,24.2,2.14
Cumberland,6/9/2020,17,798,26,23.8,2.15
Cumberland,6/8/2020,6,781,26,23.3,2.15
Cumberland,6/7/2020,7,775,26,23.1,2.18
Cumberland,6/6/2020,24,768,26,22.9,2.22
Cumberland,6/5/2020,11,744,24,22.2,2.25
Cumberland,6/4/2020,12,733,24,21.8,2.3
Cumberland,6/3/2020,13,721,23,21.5,2.34
Cumberland,6/2/2020,12,708,23,21.1,2.37
Cumberland,6/1/2020,14,696,17,20.7,2.38
Cumberland,5/30/2020,24,682,17,20.3,2.46
Cumberland,5/29/2020,36,658,17,19.6,2.48
Cumberland,5/28/2020,22,622,16,18.5,2.45
Cumberland,5/27/2020,10,600,16,17.9,2.44
Cumberland,5/26/2020,2,590,15,17.6,2.44
Cumberland,5/25/2020,10,588,15,17.5,2.45
Cumberland,5/24/2020,19,578,14,17.2,2.49
Cumberland,5/23/2020,18,559,14,16.7,2.46
Cumberland,5/22/2020,16,541,14,16.1,2.5
Cumberland,5/21/2020,19,525,14,15.6,2.51
Cumberland,5/20/2020,6,506,13,15.1,2.51
Cumberland,5/19/2020,29,500,13,14.9,2.54
Cumberland,5/18/2020,3,471,12,14,2.48
Cumberland,5/17/2020,33,468,12,13.9,2.53
Cumberland,5/15/2020,22,435,11,13,2.54
Cumberland,5/14/2020,15,413,11,12.3,2.5
Cumberland,5/13/2020,30,398,10,11.9,2.52
Cumberland,5/12/2020,17,368,10,11,2.4
Cumberland,5/11/2020,3,351,9,10.5,2.33
Cumberland,5/10/2020,1,348,9,10.4,2.36
Cumberland,5/9/2020,5,347,9,10.3,2.42
Cumberland,5/8/2020,6,342,9,10.2,2.47
Cumberland,5/7/2020,18,336,9,10,2.51
Cumberland,5/6/2020,28,318,8,9.5,2.49
Cumberland,5/5/2020,11,290,8,8.6,2.37
Cumberland,5/4/2020,3,279,8,8.3,2.35
Cumberland,5/3/2020,1,276,8,8.2,2.37
Cumberland,5/2/2020,19,275,8,8.2,2.39
Cumberland,5/1/2020,18,256,8,7.6,2.34
Cumberland,4/30/2020,15,238,7,7.1,2.27
Cumberland,4/29/2020,5,223,7,6.6,2.24
Cumberland,4/28/2020,25,218,7,6.5,2.28
Cumberland,4/27/2020,1,193,6,5.8,2.11
Cumberland,4/26/2020,8,192,6,5.7,2.17
Cumberland,4/25/2020,23,184,6,5.5,2.13
Cumberland,4/24/2020,24,161,6,4.8,2
Cumberland,4/23/2020,8,137,5,4.1,1.8
Cumberland,4/22/2020,2,129,6,3.8,1.79
Cumberland,4/21/2020,15,127,6,3.8,1.83
Cumberland,4/20/2020,0,112,3,3.3,1.66
Cumberland,4/19/2020,7,112,3,3.3,1.72
Cumberland,4/18/2020,8,105,3,3.1,1.71
Cumberland,4/17/2020,4,97,3,2.9,1.66
Cumberland,4/16/2020,6,93,1,2.8,1.7
Cumberland,4/15/2020,0,87,2,2.6,1.7
Currituck,9/18/2020,5,146,0,52.6,0.08
Currituck,9/17/2020,4,141,0,50.8,0.07
Currituck,9/16/2020,0,137,0,49.3,0.07
Currituck,9/15/2020,1,137,0,49.3,0.07
Currituck,9/14/2020,0,136,0,49,0.07
Currituck,9/13/2020,1,136,0,49,0.07
Currituck,9/12/2020,2,135,0,48.6,0.07
Currituck,9/11/2020,2,133,0,47.9,0.07
Currituck,9/10/2020,8,131,0,47.2,0.07
Currituck,9/9/2020,1,123,0,44.3,0.07
Currituck,9/8/2020,0,122,0,43.9,0.07
Currituck,9/7/2020,1,122,0,43.9,0.07
Currituck,9/6/2020,2,121,0,43.6,0.07
Currituck,9/5/2020,3,119,0,42.9,0.07
Currituck,9/4/2020,3,116,0,41.8,0.07
Currituck,9/3/2020,1,113,0,40.7,0.07
Currituck,9/2/2020,3,112,0,40.3,0.07
Currituck,9/1/2020,13,109,0,39.3,0.06
Currituck,8/30/2020,1,96,0,34.6,0.06
Currituck,8/28/2020,1,95,0,34.2,0.06
Currituck,8/27/2020,3,94,0,33.9,0.06
Currituck,8/26/2020,1,91,0,32.8,0.06
Currituck,8/25/2020,1,90,0,32.4,0.06
Currituck,8/24/2020,0,89,0,32.1,0.06
Currituck,8/23/2020,0,89,0,32.1,0.06
Currituck,8/22/2020,1,89,0,32.1,0.06
Currituck,8/21/2020,2,88,0,31.7,0.06
Currituck,8/20/2020,1,86,0,31,0.06
Currituck,8/19/2020,0,85,0,30.6,0.06
Currituck,8/18/2020,2,85,0,30.6,0.06
Currituck,8/17/2020,0,83,0,29.9,0.06
Currituck,8/16/2020,3,83,0,29.9,0.06
Currituck,8/15/2020,2,80,0,28.8,0.06
Currituck,8/14/2020,0,78,0,28.1,0.05
Currituck,8/13/2020,1,78,0,28.1,0.06
Currituck,8/12/2020,4,77,0,27.7,0.06
Currituck,8/11/2020,0,73,0,26.3,0.05
Currituck,8/10/2020,0,73,0,26.3,0.05
Currituck,8/9/2020,0,73,0,26.3,0.05
Currituck,8/8/2020,1,73,0,26.3,0.05
Currituck,8/7/2020,1,72,0,25.9,0.05
Currituck,8/6/2020,0,71,0,25.6,0.05
Currituck,8/5/2020,0,71,0,25.6,0.05
Currituck,8/4/2020,1,71,0,25.6,0.06
Currituck,8/3/2020,0,70,0,25.2,0.06
Currituck,8/2/2020,0,70,0,25.2,0.06
Currituck,8/1/2020,0,70,0,25.2,0.06
Currituck,7/31/2020,0,70,0,25.2,0.06
Currituck,7/30/2020,1,70,0,25.2,0.06
Currituck,7/29/2020,0,69,0,24.9,0.06
Currituck,7/28/2020,3,69,0,24.9,0.06
Currituck,7/27/2020,1,66,0,23.8,0.06
Currituck,7/26/2020,3,65,0,23.4,0.06
Currituck,7/25/2020,4,62,0,22.3,0.06
Currituck,7/24/2020,1,58,0,20.9,0.05
Currituck,7/23/2020,1,57,0,20.5,0.05
Currituck,7/22/2020,4,56,0,20.2,0.05
Currituck,7/21/2020,1,52,0,18.7,0.05
Currituck,7/20/2020,3,51,0,18.4,0.05
Currituck,7/19/2020,7,48,0,17.3,0.05
Currituck,7/18/2020,2,41,0,14.8,0.04
Currituck,7/17/2020,4,39,0,14,0.04
Currituck,7/16/2020,2,35,0,12.6,0.04
Currituck,7/15/2020,1,33,0,11.9,0.04
Currituck,7/14/2020,7,32,0,11.5,0.04
Currituck,7/13/2020,1,25,0,9,0.03
Currituck,7/12/2020,-2,24,0,8.6,0.03
Currituck,7/11/2020,3,26,0,9.4,0.03
Currituck,7/10/2020,1,23,0,8.3,0.03
Currituck,7/9/2020,0,22,0,7.9,0.03
Currituck,7/8/2020,1,22,0,7.9,0.03
Currituck,7/7/2020,1,21,0,7.6,0.03
Currituck,7/6/2020,0,20,0,7.2,0.03
Currituck,7/5/2020,2,20,0,7.2,0.03
Currituck,7/4/2020,-2,18,0,6.5,0.03
Currituck,7/3/2020,1,20,0,7.2,0.03
Currituck,7/2/2020,0,19,0,6.8,0.03
Currituck,7/1/2020,0,19,0,6.8,0.03
Currituck,6/30/2020,0,19,0,6.8,0.03
Currituck,6/29/2020,1,19,0,6.8,0.03
Currituck,6/28/2020,0,18,0,6.5,0.03
Currituck,6/27/2020,2,18,0,6.5,0.03
Currituck,6/26/2020,0,16,null,5.8,0.03
Currituck,6/25/2020,0,16,0,5.8,0.03
Currituck,6/24/2020,0,16,0,5.8,0.03
Currituck,6/23/2020,0,16,0,5.8,0.03
Currituck,6/22/2020,0,16,0,5.8,0.03
Currituck,6/21/2020,0,16,0,5.8,0.03
Currituck,6/20/2020,-1,16,0,5.8,0.03
Currituck,6/19/2020,0,17,0,6.1,0.03
Currituck,6/18/2020,1,17,0,6.1,0.04
Currituck,6/17/2020,0,16,0,5.8,0.03
Currituck,6/16/2020,0,16,0,5.8,0.03
Currituck,6/15/2020,0,16,0,5.8,0.04
Currituck,6/14/2020,0,16,0,5.8,0.04
Currituck,6/13/2020,1,16,0,5.8,0.04
Currituck,6/12/2020,0,15,0,5.4,0.04
Currituck,6/11/2020,0,15,0,5.4,0.04
Currituck,6/10/2020,0,15,0,5.4,0.04
Currituck,6/9/2020,0,15,0,5.4,0.04
Currituck,6/8/2020,0,15,0,5.4,0.04
Currituck,6/7/2020,0,15,0,5.4,0.04
Currituck,6/6/2020,0,15,0,5.4,0.04
Currituck,6/5/2020,0,15,0,5.4,0.05
Currituck,6/4/2020,1,15,0,5.4,0.05
Currituck,6/3/2020,0,14,0,5,0.05
Currituck,6/2/2020,0,14,0,5,0.05
Currituck,6/1/2020,1,14,0,5,0.05
Currituck,5/30/2020,0,13,0,4.7,0.05
Currituck,5/29/2020,0,13,0,4.7,0.05
Currituck,5/28/2020,0,13,0,4.7,0.05
Currituck,5/27/2020,2,13,0,4.7,0.05
Currituck,5/26/2020,0,11,0,4,0.05
Currituck,5/25/2020,0,11,0,4,0.05
Currituck,5/24/2020,0,11,0,4,0.05
Currituck,5/23/2020,0,11,0,4,0.05
Currituck,5/22/2020,0,11,0,4,0.05
Currituck,5/21/2020,0,11,0,4,0.05
Currituck,5/20/2020,0,11,0,4,0.05
Currituck,5/19/2020,0,11,0,4,0.06
Currituck,5/18/2020,0,11,0,4,0.06
Currituck,5/17/2020,0,11,0,4,0.06
Currituck,5/15/2020,0,11,0,4,0.06
Currituck,5/14/2020,2,11,0,4,0.07
Currituck,5/13/2020,0,9,0,3.2,0.06
Currituck,5/12/2020,0,9,0,3.2,0.06
Currituck,5/11/2020,0,9,0,3.2,0.06
Currituck,5/10/2020,0,9,0,3.2,0.06
Currituck,5/9/2020,0,9,0,3.2,0.06
Currituck,5/8/2020,2,9,0,3.2,0.06
Currituck,5/7/2020,2,7,0,2.5,0.05
Currituck,5/6/2020,0,5,0,1.8,0.04
Currituck,5/5/2020,0,5,0,1.8,0.04
Currituck,5/4/2020,0,5,0,1.8,0.04
Currituck,5/3/2020,0,5,0,1.8,0.04
Currituck,5/2/2020,1,5,0,1.8,0.04
Currituck,5/1/2020,-1,4,0,1.4,0.04
Currituck,4/30/2020,0,5,0,1.8,0.05
Currituck,4/29/2020,3,5,0,1.8,0.05
Currituck,4/28/2020,0,2,0,0.7,0.02
Currituck,4/27/2020,0,2,0,0.7,0.02
Currituck,4/26/2020,0,2,0,0.7,0.02
Currituck,4/25/2020,0,2,0,0.7,0.02
Currituck,4/24/2020,0,2,0,0.7,0.02
Currituck,4/23/2020,0,2,0,0.7,0.03
Currituck,4/22/2020,0,2,0,0.7,0.03
Currituck,4/21/2020,0,2,0,0.7,0.03
Currituck,4/20/2020,0,2,0,0.7,0.03
Currituck,4/19/2020,0,2,0,0.7,0.03
Currituck,4/18/2020,0,2,0,0.7,0.03
Currituck,4/17/2020,0,2,0,0.7,0.03
Currituck,4/16/2020,0,2,0,0.7,0.04
Currituck,4/15/2020,0,2,0,0.7,0.04
Dare,9/18/2020,2,257,2,69.4,0.13
Dare,9/17/2020,-5,255,2,68.9,0.13
Dare,9/16/2020,1,260,2,70.3,0.14
Dare,9/15/2020,1,259,2,70,0.14
Dare,9/14/2020,5,258,2,69.7,0.14
Dare,9/13/2020,0,253,2,68.4,0.14
Dare,9/12/2020,-1,253,2,68.4,0.14
Dare,9/11/2020,-2,254,2,68.6,0.14
Dare,9/10/2020,1,256,2,69.2,0.14
Dare,9/9/2020,1,255,2,68.9,0.14
Dare,9/8/2020,0,254,2,68.6,0.14
Dare,9/7/2020,5,254,2,68.6,0.14
Dare,9/6/2020,3,249,2,67.3,0.14
Dare,9/5/2020,1,246,2,66.5,0.14
Dare,9/4/2020,0,245,2,66.2,0.14
Dare,9/3/2020,1,245,2,66.2,0.14
Dare,9/2/2020,2,244,2,65.9,0.14
Dare,9/1/2020,0,242,2,65.4,0.14
Dare,8/30/2020,1,242,2,65.4,0.15
Dare,8/28/2020,2,241,2,65.1,0.15
Dare,8/27/2020,3,239,2,64.6,0.15
Dare,8/26/2020,3,236,2,63.8,0.15
Dare,8/25/2020,1,233,2,63,0.15
Dare,8/24/2020,2,232,2,62.7,0.15
Dare,8/23/2020,5,230,2,62.1,0.15
Dare,8/22/2020,7,225,2,60.8,0.15
Dare,8/21/2020,0,218,2,58.9,0.14
Dare,8/20/2020,2,218,2,58.9,0.15
Dare,8/19/2020,0,216,2,58.4,0.15
Dare,8/18/2020,1,216,2,58.4,0.15
Dare,8/17/2020,3,215,2,58.1,0.15
Dare,8/16/2020,0,212,2,57.3,0.15
Dare,8/15/2020,1,212,2,57.3,0.15
Dare,8/14/2020,0,211,2,57,0.15
Dare,8/13/2020,1,211,2,57,0.15
Dare,8/12/2020,0,210,2,56.7,0.15
Dare,8/11/2020,0,210,2,56.7,0.15
Dare,8/10/2020,1,210,2,56.7,0.15
Dare,8/9/2020,0,209,2,56.5,0.15
Dare,8/8/2020,3,209,2,56.5,0.16
Dare,8/7/2020,1,206,2,55.7,0.16
Dare,8/6/2020,2,205,2,55.4,0.16
Dare,8/5/2020,1,203,2,54.9,0.16
Dare,8/4/2020,0,202,2,54.6,0.16
Dare,8/3/2020,3,202,2,54.6,0.16
Dare,8/2/2020,1,199,1,53.8,0.16
Dare,8/1/2020,9,198,1,53.5,0.16
Dare,7/31/2020,1,189,1,51.1,0.15
Dare,7/30/2020,2,188,1,50.8,0.16
Dare,7/29/2020,2,186,1,50.3,0.16
Dare,7/28/2020,7,184,1,49.7,0.16
Dare,7/27/2020,2,177,1,47.8,0.15
Dare,7/26/2020,5,175,1,47.3,0.16
Dare,7/25/2020,5,170,1,45.9,0.15
Dare,7/24/2020,3,165,1,44.6,0.15
Dare,7/23/2020,-1,162,1,43.8,0.15
Dare,7/22/2020,16,163,1,44,0.16
Dare,7/21/2020,0,147,1,39.7,0.14
Dare,7/20/2020,7,147,1,39.7,0.15
Dare,7/19/2020,0,140,1,37.8,0.14
Dare,7/18/2020,14,140,1,37.8,0.14
Dare,7/17/2020,2,126,1,34,0.13
Dare,7/16/2020,1,124,1,33.5,0.13
Dare,7/15/2020,2,123,1,33.2,0.13
Dare,7/14/2020,7,121,1,32.7,0.14
Dare,7/13/2020,2,114,1,30.8,0.13
Dare,7/12/2020,10,112,1,30.3,0.13
Dare,7/11/2020,14,102,1,27.6,0.12
Dare,7/10/2020,3,88,1,23.8,0.11
Dare,7/9/2020,4,85,1,23,0.11
Dare,7/8/2020,4,81,1,21.9,0.1
Dare,7/7/2020,4,77,1,20.8,0.1
Dare,7/6/2020,1,73,1,19.7,0.1
Dare,7/5/2020,2,72,1,19.5,0.1
Dare,7/4/2020,6,70,1,18.9,0.1
Dare,7/3/2020,5,64,1,17.3,0.09
Dare,7/2/2020,0,59,1,15.9,0.09
Dare,7/1/2020,2,59,1,15.9,0.09
Dare,6/30/2020,9,57,1,15.4,0.09
Dare,6/29/2020,5,48,1,13,0.08
Dare,6/28/2020,1,43,1,11.6,0.07
Dare,6/27/2020,6,42,1,11.3,0.07
Dare,6/26/2020,4,36,null,9.7,0.06
Dare,6/25/2020,3,32,1,8.6,0.06
Dare,6/24/2020,2,29,1,7.8,0.05
Dare,6/23/2020,0,27,1,7.3,0.05
Dare,6/22/2020,0,27,1,7.3,0.05
Dare,6/21/2020,0,27,1,7.3,0.05
Dare,6/20/2020,0,27,1,7.3,0.05
Dare,6/19/2020,0,27,1,7.3,0.05
Dare,6/18/2020,0,27,1,7.3,0.06
Dare,6/17/2020,3,27,1,7.3,0.06
Dare,6/16/2020,0,24,1,6.5,0.05
Dare,6/15/2020,1,24,1,6.5,0.05
Dare,6/14/2020,1,23,1,6.2,0.05
Dare,6/13/2020,0,22,1,5.9,0.05
Dare,6/12/2020,0,22,1,5.9,0.05
Dare,6/11/2020,0,22,1,5.9,0.06
Dare,6/10/2020,-1,22,1,5.9,0.06
Dare,6/9/2020,-2,23,1,6.2,0.06
Dare,6/8/2020,5,25,1,6.8,0.07
Dare,6/7/2020,0,20,1,5.4,0.06
Dare,6/6/2020,1,20,1,5.4,0.06
Dare,6/5/2020,1,19,1,5.1,0.06
Dare,6/4/2020,0,18,1,4.9,0.06
Dare,6/3/2020,0,18,1,4.9,0.06
Dare,6/2/2020,0,18,1,4.9,0.06
Dare,6/1/2020,0,18,1,4.9,0.06
Dare,5/30/2020,0,18,1,4.9,0.07
Dare,5/29/2020,0,18,1,4.9,0.07
Dare,5/28/2020,0,18,1,4.9,0.07
Dare,5/27/2020,0,18,1,4.9,0.07
Dare,5/26/2020,0,18,1,4.9,0.07
Dare,5/25/2020,0,18,1,4.9,0.08
Dare,5/24/2020,0,18,1,4.9,0.08
Dare,5/23/2020,0,18,1,4.9,0.08
Dare,5/22/2020,0,18,1,4.9,0.08
Dare,5/21/2020,0,18,1,4.9,0.09
Dare,5/20/2020,0,18,1,4.9,0.09
Dare,5/19/2020,0,18,1,4.9,0.09
Dare,5/18/2020,0,18,1,4.9,0.09
Dare,5/17/2020,0,18,1,4.9,0.1
Dare,5/15/2020,1,18,1,4.9,0.11
Dare,5/14/2020,0,17,1,4.6,0.1
Dare,5/13/2020,0,17,1,4.6,0.11
Dare,5/12/2020,0,17,1,4.6,0.11
Dare,5/11/2020,2,17,1,4.6,0.11
Dare,5/10/2020,0,15,1,4.1,0.1
Dare,5/9/2020,1,15,1,4.1,0.1
Dare,5/8/2020,0,14,1,3.8,0.1
Dare,5/7/2020,0,14,1,3.8,0.1
Dare,5/6/2020,0,14,1,3.8,0.11
Dare,5/5/2020,1,14,1,3.8,0.11
Dare,5/4/2020,0,13,1,3.5,0.11
Dare,5/3/2020,0,13,1,3.5,0.11
Dare,5/2/2020,2,13,1,3.5,0.11
Dare,5/1/2020,0,11,1,3,0.1
Dare,4/30/2020,0,11,1,3,0.1
Dare,4/29/2020,0,11,1,3,0.11
Dare,4/28/2020,0,11,1,3,0.11
Dare,4/27/2020,0,11,1,3,0.12
Dare,4/26/2020,-1,11,1,3,0.12
Dare,4/25/2020,1,12,1,3.2,0.14
Dare,4/24/2020,-1,11,1,3,0.14
Dare,4/23/2020,1,12,1,3.2,0.16
Dare,4/22/2020,0,11,1,3,0.15
Dare,4/21/2020,0,11,1,3,0.16
Dare,4/20/2020,0,11,1,3,0.16
Dare,4/19/2020,0,11,1,3,0.17
Dare,4/18/2020,0,11,1,3,0.18
Dare,4/17/2020,0,11,1,3,0.19
Dare,4/16/2020,0,11,1,3,0.2
Dare,4/15/2020,0,11,1,3,0.21
Davidson,9/18/2020,34,2553,34,152.3,1.34
Davidson,9/17/2020,16,2519,33,150.3,1.33
Davidson,9/16/2020,26,2503,33,149.3,1.33
Davidson,9/15/2020,25,2477,33,147.8,1.33
Davidson,9/14/2020,11,2452,33,146.3,1.32
Davidson,9/13/2020,25,2441,33,145.6,1.32
Davidson,9/12/2020,27,2416,32,144.1,1.31
Davidson,9/11/2020,32,2389,32,142.5,1.31
Davidson,9/10/2020,16,2357,32,140.6,1.3
Davidson,9/9/2020,14,2341,32,139.7,1.3
Davidson,9/8/2020,15,2327,32,138.8,1.3
Davidson,9/7/2020,14,2312,32,137.9,1.3
Davidson,9/6/2020,21,2298,32,137.1,1.3
Davidson,9/5/2020,18,2277,32,135.9,1.3
Davidson,9/4/2020,23,2259,32,134.8,1.3
Davidson,9/3/2020,16,2236,32,133.4,1.3
Davidson,9/2/2020,17,2220,32,132.5,1.3
Davidson,9/1/2020,44,2203,32,131.4,1.3
Davidson,8/30/2020,31,2159,32,128.8,1.3
Davidson,8/28/2020,22,2128,32,127,1.31
Davidson,8/27/2020,26,2106,32,125.6,1.31
Davidson,8/26/2020,20,2080,32,124.1,1.31
Davidson,8/25/2020,20,2060,32,122.9,1.31
Davidson,8/24/2020,17,2040,31,121.7,1.3
Davidson,8/23/2020,21,2023,31,120.7,1.3
Davidson,8/22/2020,10,2002,31,119.4,1.3
Davidson,8/21/2020,27,1992,31,118.8,1.31
Davidson,8/20/2020,32,1965,31,117.2,1.31
Davidson,8/19/2020,20,1933,30,115.3,1.31
Davidson,8/18/2020,27,1913,26,114.1,1.3
Davidson,8/17/2020,7,1886,23,112.5,1.3
Davidson,8/16/2020,15,1879,23,112.1,1.3
Davidson,8/15/2020,15,1864,23,111.2,1.3
Davidson,8/14/2020,13,1849,22,110.3,1.3
Davidson,8/13/2020,19,1836,22,109.5,1.3
Davidson,8/12/2020,20,1817,18,108.4,1.31
Davidson,8/11/2020,4,1797,18,107.2,1.3
Davidson,8/10/2020,12,1793,18,107,1.31
Davidson,8/9/2020,23,1781,18,106.3,1.31
Davidson,8/8/2020,28,1758,18,104.9,1.3
Davidson,8/7/2020,21,1730,18,103.2,1.3
Davidson,8/6/2020,19,1709,18,102,1.3
Davidson,8/5/2020,15,1690,18,100.8,1.31
Davidson,8/4/2020,22,1675,18,99.9,1.31
Davidson,8/3/2020,10,1653,18,98.6,1.31
Davidson,8/2/2020,8,1643,17,98,1.31
Davidson,8/1/2020,15,1635,17,97.5,1.32
Davidson,7/31/2020,14,1620,17,96.7,1.33
Davidson,7/30/2020,28,1606,17,95.8,1.34
Davidson,7/29/2020,25,1578,16,94.1,1.34
Davidson,7/28/2020,16,1553,16,92.7,1.34
Davidson,7/27/2020,10,1537,16,91.7,1.34
Davidson,7/26/2020,17,1527,16,91.1,1.35
Davidson,7/25/2020,14,1510,16,90.1,1.36
Davidson,7/24/2020,19,1496,16,89.3,1.37
Davidson,7/23/2020,20,1477,16,88.1,1.38
Davidson,7/22/2020,10,1457,16,86.9,1.39
Davidson,7/21/2020,26,1447,16,86.3,1.41
Davidson,7/20/2020,7,1421,16,84.8,1.41
Davidson,7/19/2020,22,1414,16,84.4,1.42
Davidson,7/18/2020,41,1392,16,83.1,1.42
